date,school_id,grade,teachers_marked_present,teachers_attendance_marked,total_teachers
2023-01-08,1000000004,10,12,30,40
2023-01-08,1000000008,1,24,35,41
2023-01-08,1000000003,2,27,39,44
2023-01-08,1000000010,1,27,39,42
2023-01-08,1000000004,9,12,39,45
2023-01-08,1000000003,2,16,31,41
2023-01-08,1000000001,9,22,39,42
2023-01-08,1000000003,4,27,38,41
2023-01-08,1000000001,6,22,38,45
2023-01-08,1000000009,3,25,32,43
2023-01-08,1000000004,12,19,31,42
2023-01-08,1000000009,5,12,39,42
2023-01-08,1000000010,2,21,30,40
2023-01-08,1000000008,5,13,36,40
2023-01-08,1000000005,8,28,35,45
2023-01-08,1000000002,10,18,34,40
2023-01-08,1000000010,2,10,32,40
2023-01-08,1000000006,11,13,32,41
2023-01-08,1000000006,12,14,37,44
2023-01-08,1000000003,9,11,34,40
2023-01-08,1000000001,1,14,39,44
2023-01-08,1000000006,3,17,31,42
2023-01-08,1000000008,5,28,34,43
2023-01-08,1000000007,10,24,33,41
2023-01-08,1000000007,7,23,38,44
2023-01-08,1000000007,11,15,37,44
2023-01-08,1000000004,10,28,36,44
2023-01-08,1000000002,4,29,33,40
2023-01-08,1000000004,4,20,34,43
2023-01-08,1000000008,12,26,37,43
2023-01-08,1000000006,3,21,36,42
2023-01-08,1000000002,7,23,35,40
2023-01-08,1000000006,10,24,38,41
2023-01-08,1000000009,1,13,36,40
2023-01-08,1000000010,5,17,31,43
2023-01-08,1000000008,11,25,38,40
2023-01-08,1000000003,3,27,37,44
2023-01-08,1000000001,7,10,35,43
2023-01-08,1000000007,2,12,37,41
2023-01-08,1000000007,3,16,38,40
2023-01-08,1000000006,8,23,31,42
2023-01-08,1000000004,10,11,32,44
2023-01-08,1000000005,6,24,39,44
2023-01-08,1000000009,3,24,31,44
2023-01-08,1000000003,12,23,37,44
2023-01-08,1000000005,8,21,33,45
2023-01-08,1000000007,7,28,32,40
2023-01-08,1000000002,3,27,37,40
2023-01-08,1000000006,11,21,33,42
2023-01-08,1000000005,7,27,34,40
2023-01-08,1000000004,9,17,35,45
2023-01-08,1000000005,4,24,36,45
2023-01-08,1000000008,10,18,31,41
2023-01-08,1000000005,8,12,32,41
2023-01-08,1000000003,10,18,32,43
2023-01-08,1000000010,8,19,32,40
2023-01-08,1000000005,9,15,38,45
2023-01-08,1000000001,4,11,39,42
2023-01-08,1000000009,9,19,35,41
2023-01-08,1000000009,10,18,35,42
2023-01-08,1000000008,2,26,37,45
2023-01-08,1000000010,7,18,35,44
2023-01-08,1000000010,12,16,38,40
2023-01-08,1000000010,11,29,33,45
2023-01-08,1000000005,7,13,30,42
2023-01-08,1000000009,10,28,30,40
2023-01-08,1000000002,1,15,34,44
2023-01-08,1000000002,9,12,36,41
2023-01-08,1000000001,8,29,35,40
2023-01-08,1000000003,5,12,34,44
2023-01-08,1000000009,2,12,36,43
2023-01-08,1000000008,12,14,33,40
2023-01-08,1000000005,9,27,36,44
2023-01-08,1000000003,2,21,39,43
2023-01-08,1000000009,3,29,39,41
2023-01-08,1000000008,1,13,34,43
2023-01-08,1000000008,8,11,35,45
2023-01-08,1000000006,6,23,37,44
2023-01-08,1000000006,3,12,32,45
2023-01-08,1000000006,10,22,31,45
2023-01-08,1000000006,4,23,39,40
2023-01-08,1000000004,10,28,38,44
2023-01-08,1000000009,5,25,34,42
2023-01-08,1000000007,3,24,39,41
2023-01-08,1000000002,7,16,38,41
2023-01-08,1000000008,1,22,32,40
2023-01-08,1000000005,12,25,39,43
2023-01-08,1000000001,12,14,37,43
2023-01-08,1000000005,9,13,37,40
2023-01-08,1000000004,7,24,38,41
2023-01-08,1000000004,4,13,34,42
2023-01-08,1000000006,1,22,37,45
2023-01-08,1000000001,11,15,35,43
2023-01-08,1000000001,10,27,31,43
2023-01-08,1000000004,12,28,35,41
2023-01-08,1000000005,10,29,32,44
2023-01-08,1000000006,8,28,37,43
2023-01-08,1000000009,5,27,35,40
2023-01-08,1000000002,6,17,39,45
2023-01-08,1000000007,5,13,35,42
2023-01-08,1000000008,12,29,37,42
2023-01-08,1000000005,8,23,37,42
2023-01-08,1000000006,6,22,34,40
2023-01-08,1000000008,3,23,38,43
2023-01-08,1000000009,4,23,37,44
2023-01-08,1000000009,5,24,37,45
2023-01-08,1000000002,2,19,36,44
2023-01-08,1000000002,6,25,34,41
2023-01-08,1000000005,2,29,38,40
2023-01-08,1000000001,3,15,35,45
2023-01-08,1000000005,11,13,38,40
2023-01-08,1000000004,12,27,36,41
2023-01-08,1000000009,8,27,35,43
2023-01-08,1000000001,10,28,32,42
2023-01-08,1000000003,9,24,33,40
2023-01-08,1000000009,4,23,32,40
2023-01-08,1000000002,12,12,37,40
2023-01-08,1000000006,6,24,34,43
2023-01-08,1000000008,10,12,36,41
2023-01-08,1000000006,9,24,34,42
2023-01-08,1000000004,7,18,35,45
2023-01-08,1000000002,5,10,33,42
2023-01-08,1000000008,6,26,38,41
2023-01-08,1000000002,1,22,38,43
2023-01-08,1000000007,8,22,37,40
2023-01-08,1000000002,6,19,38,43
2023-01-08,1000000009,11,22,32,44
2023-01-08,1000000002,2,22,36,42
2023-01-08,1000000001,7,13,39,44
2023-01-08,1000000005,8,27,34,43
2023-01-08,1000000007,6,13,33,42
2023-01-08,1000000004,8,13,36,43
2023-01-08,1000000001,6,18,32,42
2023-01-08,1000000005,3,13,32,45
2023-01-08,1000000009,5,17,36,41
2023-01-08,1000000007,8,13,34,41
2023-01-08,1000000001,3,13,34,45
2023-01-08,1000000005,12,26,34,42
2023-01-08,1000000003,11,29,34,40
2023-01-08,1000000010,4,23,31,41
2023-01-08,1000000005,4,19,39,40
2023-01-08,1000000004,4,17,37,40
2023-01-08,1000000010,5,11,39,43
2023-01-08,1000000003,11,26,34,42
2023-01-08,1000000008,1,28,39,41
2023-01-08,1000000003,11,13,32,45
2023-01-08,1000000005,1,11,36,41
2023-01-08,1000000001,9,23,30,42
2023-01-08,1000000008,11,28,39,41
2023-01-08,1000000003,8,13,33,45
2023-01-08,1000000008,3,20,36,43
2023-01-08,1000000010,3,20,35,44
2023-01-08,1000000008,9,13,38,44
2023-01-08,1000000003,9,16,34,42
2023-01-08,1000000005,6,22,30,45
2023-01-08,1000000007,9,25,39,41
2023-01-08,1000000006,12,20,35,43
2023-01-08,1000000005,7,27,35,45
2023-01-08,1000000002,10,20,36,45
2023-01-08,1000000002,1,28,32,45
2023-01-08,1000000007,5,19,37,44
2023-01-08,1000000008,5,28,35,43
2023-01-08,1000000009,3,29,36,44
2023-01-08,1000000006,5,20,30,43
2023-01-08,1000000010,3,17,36,43
2023-01-08,1000000005,7,11,35,40
2023-01-08,1000000010,12,29,38,45
2023-01-08,1000000006,8,26,32,44
2023-01-08,1000000002,8,25,30,41
2023-01-08,1000000010,6,26,34,43
2023-01-08,1000000003,7,20,33,43
2023-01-08,1000000003,9,29,33,40
2023-01-08,1000000005,2,29,33,43
2023-01-08,1000000007,9,19,32,41
2023-01-08,1000000005,6,28,35,41
2023-01-08,1000000005,7,22,31,43
2023-01-08,1000000008,12,10,37,42
2023-01-08,1000000002,11,26,37,40
2023-01-08,1000000010,11,29,39,44
2023-01-08,1000000001,3,24,33,42
2023-01-08,1000000003,9,19,38,44
2023-01-08,1000000008,8,25,34,45
2023-01-08,1000000009,12,19,35,41
2023-01-08,1000000007,8,19,34,45
2023-01-08,1000000004,3,13,30,42
2023-01-08,1000000001,2,25,37,45
2023-01-08,1000000006,11,27,34,40
2023-01-08,1000000007,1,16,37,42
2023-01-08,1000000003,1,29,32,45
2023-01-08,1000000008,8,29,30,44
2023-01-08,1000000007,10,16,35,44
2023-01-08,1000000007,5,17,34,41
2023-01-08,1000000002,1,27,35,45
2023-01-08,1000000001,12,17,30,45
2023-01-08,1000000008,12,29,32,42
2023-01-08,1000000005,8,29,34,44
2023-01-08,1000000003,12,16,31,44
2023-01-08,1000000002,3,19,39,44
2023-01-08,1000000006,9,15,38,40
2023-01-08,1000000008,7,12,38,44
2023-01-08,1000000002,4,16,34,43
2023-01-08,1000000009,3,12,35,43
2023-01-08,1000000001,2,24,31,40
2023-01-08,1000000006,7,24,30,44
2023-01-08,1000000001,2,24,35,45
2023-01-08,1000000005,10,20,35,40
2023-01-08,1000000003,5,25,33,45
2023-01-08,1000000009,1,15,39,44
2023-01-08,1000000006,10,26,38,43
2023-01-08,1000000004,1,27,30,43
2023-01-08,1000000006,4,19,39,45
2023-01-08,1000000008,5,21,33,41
2023-01-08,1000000008,7,11,32,42
2023-01-08,1000000006,9,22,33,45
2023-01-08,1000000008,10,20,37,43
2023-01-08,1000000008,9,18,31,44
2023-01-08,1000000005,1,18,38,43
2023-01-08,1000000007,8,26,33,43
2023-01-08,1000000007,5,22,39,45
2023-01-08,1000000007,6,23,33,43
2023-01-08,1000000009,2,15,31,45
2023-01-08,1000000010,8,11,39,45
2023-01-08,1000000008,12,14,37,44
2023-01-08,1000000010,1,28,35,44
2023-01-08,1000000007,3,24,33,45
2023-01-08,1000000002,5,25,36,45
2023-01-08,1000000008,7,29,37,45
2023-01-08,1000000006,11,18,32,40
2023-01-08,1000000002,1,28,30,43
2023-01-08,1000000009,3,27,34,45
2023-01-08,1000000009,10,11,34,41
2023-01-08,1000000009,10,14,32,41
2023-01-08,1000000009,9,15,39,45
2023-01-08,1000000003,12,25,39,43
2023-01-08,1000000010,5,15,37,41
2023-01-08,1000000003,5,17,34,42
2023-01-08,1000000004,10,19,39,40
2023-01-08,1000000006,6,25,32,41
2023-01-08,1000000002,4,18,35,45
2023-01-08,1000000002,11,22,33,41
2023-01-08,1000000010,10,20,30,40
2023-01-08,1000000003,4,18,36,41
2023-01-08,1000000001,8,12,37,41
2023-01-08,1000000003,1,18,35,41
2023-01-08,1000000006,1,29,30,43
2023-01-08,1000000007,8,27,31,45
2023-01-08,1000000003,3,28,35,41
2023-01-08,1000000006,6,21,35,44
2023-01-08,1000000010,5,24,37,41
2023-01-08,1000000004,7,27,31,44
2023-01-08,1000000002,3,13,31,41
2023-01-08,1000000008,5,21,30,43
2023-01-08,1000000009,3,26,32,42
2023-01-08,1000000008,12,12,31,43
2023-01-08,1000000007,10,22,38,43
2023-01-08,1000000007,10,16,34,45
2023-01-08,1000000006,5,25,36,43
2023-01-08,1000000004,8,20,38,41
2023-01-08,1000000004,1,22,34,43
2023-01-08,1000000001,12,22,35,43
2023-01-08,1000000010,3,10,35,44
2023-01-08,1000000003,9,25,32,42
2023-01-08,1000000003,6,18,31,41
2023-01-08,1000000004,10,19,37,40
2023-01-08,1000000010,11,14,37,42
2023-01-08,1000000003,6,13,36,42
2023-01-08,1000000003,9,23,33,45
2023-01-08,1000000001,10,24,36,44
2023-01-08,1000000002,10,21,39,44
2023-01-08,1000000004,6,27,35,40
2023-01-08,1000000004,8,19,37,45
2023-01-08,1000000008,6,19,35,44
2023-01-08,1000000003,4,11,31,43
2023-01-08,1000000007,5,22,32,44
2023-01-08,1000000006,7,27,30,45
2023-01-08,1000000008,4,29,36,41
2023-01-08,1000000004,9,18,33,41
2023-01-08,1000000002,11,25,37,41
2023-01-08,1000000008,1,17,30,45
2023-01-08,1000000002,7,17,39,43
2023-01-08,1000000008,7,13,37,44
2023-01-08,1000000010,1,28,37,44
2023-01-08,1000000001,5,13,35,41
2023-01-08,1000000003,6,12,38,40
2023-01-08,1000000005,11,21,31,41
2023-01-08,1000000007,10,15,33,43
2023-01-08,1000000002,8,17,31,42
2023-01-08,1000000010,12,27,36,42
2023-01-08,1000000006,1,14,35,43
2023-01-08,1000000009,6,23,38,43
2023-01-08,1000000010,8,23,31,40
2023-01-08,1000000007,3,22,35,41
2023-01-08,1000000009,1,17,38,43
2023-01-08,1000000003,10,28,36,43
2023-01-08,1000000007,6,27,39,40
2023-01-08,1000000004,7,17,31,45
2023-01-08,1000000008,11,17,37,44
2023-01-08,1000000008,5,28,35,42
2023-01-08,1000000005,7,20,34,45
2023-01-08,1000000001,9,25,33,45
2023-01-08,1000000004,7,11,34,44
2023-01-08,1000000004,10,14,32,43
2023-01-08,1000000010,5,17,33,45
2023-01-08,1000000007,2,24,34,43
2023-01-08,1000000008,7,24,34,42
2023-01-08,1000000010,8,15,37,44
2023-01-08,1000000007,11,22,30,40
2023-01-08,1000000002,8,16,33,43
2023-01-08,1000000001,4,29,30,42
2023-01-08,1000000007,7,27,38,40
2023-01-08,1000000005,11,24,38,44
2023-01-08,1000000002,2,10,31,40
2023-01-08,1000000002,5,16,32,45
2023-01-08,1000000002,7,10,33,41
2023-01-08,1000000006,6,14,30,42
2023-01-08,1000000010,9,24,34,43
2023-01-08,1000000007,11,27,33,45
2023-01-08,1000000002,8,28,32,40
2023-01-08,1000000001,10,13,32,43
2023-01-08,1000000009,6,26,35,42
2023-01-08,1000000001,11,13,38,45
2023-01-08,1000000002,3,22,38,45
2023-01-08,1000000009,2,27,39,45
2023-01-08,1000000006,1,20,36,44
2023-01-08,1000000001,12,11,31,45
2023-01-08,1000000002,1,26,38,40
2023-01-08,1000000004,8,19,34,43
2023-01-08,1000000006,7,10,31,40
2023-01-08,1000000004,6,27,39,45
2023-01-08,1000000007,10,15,36,44
2023-01-08,1000000002,10,22,37,42
2023-01-08,1000000006,2,23,31,43
2023-01-08,1000000007,5,16,33,40
2023-01-08,1000000004,7,11,38,45
2023-01-08,1000000004,11,20,33,43
2023-01-08,1000000010,9,21,34,41
2023-01-08,1000000009,12,11,32,41
2023-01-08,1000000005,1,27,32,43
2023-01-08,1000000004,7,21,30,41
2023-01-08,1000000006,8,13,35,44
2023-01-08,1000000009,4,26,36,45
2023-01-08,1000000004,1,26,31,45
2023-01-08,1000000001,5,27,34,41
2023-01-08,1000000005,6,13,31,44
2023-01-08,1000000007,2,22,34,41
2023-01-08,1000000009,4,20,32,42
2023-01-08,1000000002,5,15,39,41
2023-01-08,1000000010,6,21,31,44
2023-01-08,1000000008,5,16,31,45
2023-01-08,1000000002,1,11,38,45
2023-01-08,1000000008,5,10,35,40
2023-01-08,1000000006,2,14,31,42
2023-01-08,1000000003,4,11,37,44
2023-01-08,1000000006,11,17,39,40
2023-01-08,1000000005,3,13,36,43
2023-01-08,1000000002,6,28,32,45
2023-01-08,1000000007,7,11,39,45
2023-01-08,1000000001,4,29,34,44
2023-01-08,1000000002,4,28,32,41
2023-01-08,1000000005,9,18,33,42
2023-01-08,1000000006,7,24,36,43
2023-01-08,1000000009,3,29,34,43
2023-01-08,1000000004,7,27,38,43
2023-01-08,1000000002,11,18,33,44
2023-01-08,1000000001,3,28,34,44
2023-01-08,1000000010,4,15,34,41
2023-01-08,1000000007,5,16,32,42
2023-01-08,1000000003,12,12,36,41
2023-01-08,1000000005,2,20,37,40
2023-01-08,1000000003,1,27,38,41
2023-01-08,1000000005,12,22,35,42
2023-01-08,1000000002,2,25,39,40
2023-01-08,1000000010,2,28,35,42
2023-01-08,1000000006,4,25,36,43
2023-01-08,1000000004,3,22,34,40
2023-01-08,1000000009,1,17,38,42
2023-01-08,1000000010,6,26,33,45
2023-01-08,1000000004,8,19,39,42
2023-01-08,1000000004,2,17,33,45
2023-01-08,1000000007,8,13,30,42
2023-01-08,1000000001,9,11,39,44
2023-01-08,1000000002,4,17,36,40
2023-01-08,1000000006,8,15,32,41
2023-01-08,1000000006,5,12,31,45
2023-01-08,1000000006,10,27,37,44
2023-01-08,1000000007,2,16,34,41
2023-01-08,1000000008,12,11,35,43
2023-01-08,1000000002,5,10,32,43
2023-01-08,1000000008,8,14,30,41
2023-01-08,1000000002,4,15,37,41
2023-01-08,1000000003,5,13,38,42
2023-01-08,1000000003,4,10,32,44
2023-01-08,1000000006,11,15,35,41
2023-01-08,1000000003,1,18,36,44
2023-01-08,1000000009,4,21,38,40
2023-01-08,1000000007,12,20,35,44
2023-01-08,1000000009,11,26,36,42
2023-01-08,1000000005,4,29,36,44
2023-01-08,1000000010,2,25,30,43
2023-01-08,1000000005,3,20,37,43
2023-01-08,1000000007,4,27,37,43
2023-01-08,1000000003,9,13,34,45
2023-01-08,1000000002,11,22,35,42
2023-01-08,1000000002,7,23,32,41
2023-01-08,1000000008,10,11,36,40
2023-01-08,1000000003,7,22,35,41
2023-01-08,1000000002,12,29,32,41
2023-01-08,1000000003,4,19,33,45
2023-01-08,1000000006,6,21,37,44
2023-01-08,1000000001,8,12,35,43
2023-01-08,1000000003,6,12,39,41
2023-01-08,1000000005,4,27,32,45
2023-01-08,1000000004,1,26,30,42
2023-01-08,1000000006,8,16,37,40
2023-01-08,1000000004,8,18,34,43
2023-01-08,1000000009,6,15,30,45
2023-01-08,1000000004,12,13,34,40
2023-01-08,1000000003,2,16,38,42
2023-01-08,1000000010,3,23,33,45
2023-01-08,1000000004,11,27,38,41
2023-01-08,1000000004,7,28,37,44
2023-01-08,1000000009,1,28,34,45
2023-01-08,1000000008,7,27,30,44
2023-01-08,1000000009,9,16,37,45
2023-01-08,1000000008,6,11,33,45
2023-01-08,1000000010,4,29,30,43
2023-01-08,1000000010,12,24,31,40
2023-01-08,1000000003,6,21,35,45
2023-01-08,1000000005,7,29,35,45
2023-01-08,1000000002,4,19,30,41
2023-01-08,1000000002,3,14,30,40
2023-01-08,1000000003,6,13,32,43
2023-01-08,1000000002,12,14,30,40
2023-01-08,1000000008,7,27,34,43
2023-01-08,1000000004,6,28,33,43
2023-01-08,1000000002,4,13,38,43
2023-01-08,1000000002,2,24,32,44
2023-01-08,1000000001,10,26,38,42
2023-01-08,1000000008,11,24,33,43
2023-01-08,1000000003,8,28,33,42
2023-01-08,1000000006,2,22,39,40
2023-01-08,1000000007,10,27,31,41
2023-01-08,1000000005,2,11,34,42
2023-01-08,1000000007,12,19,37,41
2023-01-08,1000000003,8,17,31,45
2023-01-08,1000000003,3,27,31,45
2023-01-08,1000000006,3,26,34,41
2023-01-08,1000000005,8,18,36,42
2023-01-08,1000000003,5,15,30,44
2023-01-08,1000000002,11,15,32,41
2023-01-08,1000000002,1,20,39,44
2023-01-08,1000000005,1,17,34,41
2023-01-08,1000000010,12,12,37,40
2023-01-08,1000000004,9,15,34,45
2023-01-08,1000000007,9,14,38,42
2023-01-08,1000000008,6,11,37,45
2023-01-08,1000000007,1,15,34,43
2023-01-08,1000000005,4,15,33,40
2023-01-08,1000000005,6,10,36,44
2023-01-08,1000000006,7,25,39,40
2023-01-08,1000000005,12,14,32,42
2023-01-08,1000000009,3,20,38,41
2023-01-08,1000000007,7,29,35,44
2023-01-08,1000000007,5,15,31,42
2023-01-08,1000000001,10,26,36,40
2023-01-08,1000000004,12,26,35,42
2023-01-08,1000000008,4,24,38,43
2023-01-08,1000000003,1,11,36,42
2023-01-08,1000000004,7,28,39,44
2023-01-08,1000000010,3,28,32,40
2023-01-08,1000000005,9,18,37,43
2023-01-08,1000000005,5,21,30,43
2023-01-08,1000000007,10,26,39,45
2023-01-08,1000000004,10,27,35,40
2023-01-08,1000000008,2,25,30,40
2023-01-08,1000000009,7,29,34,44
2023-01-08,1000000007,7,22,33,41
2023-01-08,1000000010,11,24,38,42
2023-01-08,1000000006,11,29,37,40
2023-01-08,1000000008,11,14,38,40
2023-01-08,1000000002,11,21,38,40
2023-01-08,1000000010,4,14,33,41
2023-01-08,1000000009,5,26,39,45
2023-01-08,1000000008,7,12,32,41
2023-01-08,1000000003,12,27,37,42
2023-01-08,1000000005,6,22,35,44
2023-01-08,1000000007,1,27,32,43
2023-01-08,1000000004,3,28,35,44
2023-01-08,1000000001,9,10,30,41
2023-01-08,1000000009,1,27,35,40
2023-01-08,1000000004,7,20,30,43
2023-01-08,1000000009,6,12,31,44
2023-01-08,1000000007,11,17,35,45
2023-01-08,1000000006,4,18,34,44
2023-01-08,1000000004,6,10,34,42
2023-01-08,1000000009,7,27,39,43
2023-01-08,1000000009,4,29,36,40
2023-01-08,1000000002,8,22,32,45
2023-01-08,1000000006,4,26,39,40
2023-01-08,1000000001,7,10,37,41
