academic_year,school_id,grade,total_teachers,students_enrolled
2022,9026601905,10,11,28
2022,9447322677,2,6,26
2022,9069273565,6,10,30
2022,9372369662,3,11,26
2022,9420412288,12,9,22
2022,9231046044,8,7,28
2022,9050996640,1,13,30
2022,9269271959,7,10,27
2022,9248055994,3,11,22
2022,9013167486,8,10,27
2022,9264051896,4,6,26
2022,9495420195,6,5,30
2022,9375373840,8,7,20
2022,9362108234,1,5,20
2022,9478918799,6,5,25
2022,9559682504,7,11,23
2022,9004604169,6,14,29
2022,9437103940,4,5,28
2022,9244282137,9,11,28
2022,9227087639,5,14,26
2022,9189391799,11,8,28
2022,9369213959,12,7,20
2022,9422537962,3,11,23
2022,9416576172,12,8,27
2022,9214774376,2,5,28
2022,9008794806,12,12,29
2022,9153291999,11,10,26
2022,9498606426,5,6,25
2022,9518888086,11,11,20
2022,9215581542,2,11,29
2022,9462445734,3,15,20
2022,9007286016,8,5,29
2022,9489479910,12,10,25
2022,9198911854,12,8,30
2022,9492888470,3,14,29
2022,9567330980,7,7,25
2022,9479819048,2,5,25
2022,9008016344,8,6,21
2022,9271763114,8,13,21
2022,9352817477,12,14,24
2022,9476321065,12,11,29
2022,9201690696,7,6,28
2022,9197078214,11,11,23
2022,9545022417,6,9,26
2022,9224591734,12,5,23
2022,9030472661,11,10,21
2022,9409295437,2,6,28
2022,9171101040,11,14,29
2022,9565818195,9,9,26
2022,9323536113,3,6,26
2022,9034622989,6,9,22
2022,9315987159,3,7,23
2022,9195833230,9,10,20
2022,9277958045,2,12,28
2022,9168120950,6,14,24
2022,9475108788,12,11,28
2022,9011269343,9,5,27
2022,9561623755,3,7,28
2022,9287055613,6,11,24
2022,9073414980,1,15,29
2022,9258104315,9,9,26
2022,9544022042,12,11,27
2022,9466629051,6,13,20
2022,9372571411,1,6,27
2022,9159437859,6,13,27
2022,9192334267,12,10,26
2022,9460579943,12,10,27
2022,9304037302,10,11,23
2022,9073377552,4,12,23
2022,9440761659,4,13,23
2022,9360666236,4,11,29
2022,9304507600,1,10,26
2022,9062345101,4,12,25
2022,9416479358,6,13,21
2022,9223053181,10,11,23
2022,9375877115,12,13,23
2022,9341292356,1,9,28
2022,9030285862,3,9,24
2022,9410688844,3,11,24
2022,9308549511,11,15,23
2022,9110329276,12,11,30
2022,9438504857,1,5,29
2022,9564005995,1,10,23
2022,9099597187,9,15,29
2022,9039837826,11,12,22
2022,9095691070,6,13,21
2022,9345602894,6,13,24
2022,9197646246,9,8,25
2022,9540223899,9,6,29
2022,9169037206,3,12,23
2022,9563489978,12,8,22
2022,9450057704,11,7,25
2022,9024542142,9,13,22
2022,9292462884,9,6,28
2022,9429880433,6,8,30
2022,9032214160,1,14,21
2022,9467266216,4,15,27
2022,9552570690,7,5,24
2022,9078543493,4,14,27
2022,9194362335,7,15,29
2022,9161820406,3,12,26
2022,9331490339,7,15,26
2022,9227590231,2,7,24
2022,9095195513,7,12,29
2022,9403239577,12,5,23
2022,9294012944,4,5,30
2022,9371965897,12,6,23
2022,9195341674,9,12,24
2022,9534508039,10,9,30
2022,9576736615,12,11,21
2022,9239797580,6,11,25
2022,9506989428,10,12,21
2022,9213834971,7,9,23
2022,9221373849,10,11,21
2022,9439032554,6,13,20
2022,9118125908,10,14,20
2022,9419402381,8,9,29
2022,9568573057,12,8,21
2022,9542856620,8,5,29
2022,9055683694,8,8,23
2022,9196219214,1,12,30
2022,9466497927,4,15,25
2022,9188816365,4,15,25
2022,9269146501,5,11,20
2022,9062564328,11,11,24
2022,9133168852,4,15,26
2022,9294856594,9,7,25
2022,9052942887,7,14,30
2022,9434274947,10,11,25
2022,9487451785,2,9,25
2022,9166972305,8,10,29
2022,9167363650,3,10,30
2022,9122077641,4,11,25
2022,9534704820,6,12,27
2022,9065651212,3,8,25
2022,9046115770,9,9,20
2022,9389831934,8,12,20
2022,9258895371,4,14,26
2022,9388616166,4,9,28
2022,9533931023,6,10,27
2022,9271933096,12,7,30
2022,9234262377,11,9,24
2022,9572766663,1,6,21
2022,9410495729,7,12,30
2022,9443559180,4,13,21
2022,9576196371,12,14,28
2022,9291457121,5,11,29
2022,9376038783,8,15,26
2022,9029585881,1,10,22
2022,9146277788,10,11,26
2022,9327152269,11,8,28
2022,9526807860,2,5,22
2022,9124769976,8,9,27
2022,9342725613,9,10,25
2022,9279099552,8,12,21
2022,9296285244,5,7,30
2022,9558080534,8,10,25
2022,9314106377,7,12,24
2022,9463592438,11,9,21
2022,9222739731,7,11,30
2022,9531178909,1,12,25
2022,9118953167,9,12,20
2022,9441234367,2,8,28
2022,9128898375,5,9,24
2022,9452903593,10,12,22
2022,9429918391,3,9,22
2022,9458560382,7,6,28
2022,9356265701,2,9,22
2022,9548526136,8,9,20
2022,9122811932,7,14,25
2022,9284337483,8,15,22
2022,9499055685,5,13,23
2022,9371727992,8,7,25
2022,9573090245,6,9,22
2022,9469137723,8,9,24
2022,9542506137,8,11,22
2022,9162670959,10,7,22
2022,9192585624,6,10,23
2022,9077106222,5,9,26
2022,9358538562,6,15,30
2022,9393339955,8,8,30
2022,9096765438,5,10,27
2022,9359965258,5,7,26
2022,9419456436,7,9,26
2022,9473865557,11,11,21
2022,9036888985,8,12,25
2022,9531080360,5,12,20
2022,9336081215,6,9,20
2022,9291091749,1,7,21
2022,9466641517,11,15,27
2022,9455568445,10,14,29
2022,9485333686,12,8,28
2022,9214088316,6,7,30
2022,9521740990,7,12,27
2022,9055894872,10,6,28
2022,9387282831,2,15,22
2022,9109523942,1,9,29
2022,9133847884,6,10,25
2022,9156293149,10,9,25
2022,9499636805,4,12,21
2022,9192902810,12,15,27
2022,9164676053,10,12,20
2022,9366732549,2,7,20
2022,9285239784,11,5,20
2022,9579509439,4,12,30
2022,9080715815,1,10,24
2022,9566554994,3,7,23
2022,9030126544,2,8,20
2022,9242836874,12,13,22
2022,9090557246,9,13,30
2022,9310178023,8,5,28
2022,9412555779,8,10,29
2022,9319868218,12,12,26
2022,9217647813,12,10,21
2022,9317605797,5,7,29
2022,9136036069,2,6,25
2022,9547887830,8,14,23
2022,9418470767,4,11,21
2022,9291692312,10,5,29
2022,9545580453,1,10,21
2022,9008288390,7,15,26
2022,9176456375,9,5,26
2022,9156323819,3,7,25
2022,9022070640,1,7,20
2022,9512007244,7,15,21
2022,9138690328,7,15,21
2022,9373946905,4,6,23
2022,9428301190,2,10,22
2022,9133297404,9,10,23
2022,9317600838,3,7,23
2022,9442149991,7,11,28
2022,9251529597,7,12,27
2022,9041283898,5,9,23
2022,9162817962,4,8,27
2022,9063287477,6,13,20
2022,9267943647,3,7,28
2022,9323196791,3,6,29
2022,9346784884,2,6,21
2022,9323472457,12,10,30
2022,9522701471,5,6,21
2022,9419262567,8,10,25
2022,9024525061,5,6,23
2022,9144905416,12,13,29
2022,9343208700,11,12,20
2022,9049413017,2,14,29
2022,9199351985,10,13,20
2022,9319216105,5,9,27
2022,9490514084,11,8,22
2022,9249567657,1,10,29
2022,9368976766,7,7,25
2022,9557105399,8,9,25
2022,9559807601,8,8,25
2022,9256415566,2,6,20
2022,9206438996,11,6,20
2022,9381349272,5,8,22
2022,9236901479,8,9,20
2022,9286863565,11,5,20
2022,9137636660,10,9,26
2022,9579449888,4,15,27
2022,9413964157,3,12,20
2022,9061577486,6,9,24
2022,9511275090,5,6,27
2022,9337021594,4,7,30
2022,9003356645,1,14,26
2022,9368377047,7,12,20
2022,9268177442,1,13,25
2022,9514335146,10,15,23
2022,9493562822,12,5,26
2022,9378447702,8,12,21
2022,9197473251,8,14,22
2022,9253299878,11,12,26
2022,9082358968,3,12,26
2022,9011276033,8,14,22
2022,9398802701,8,8,23
2022,9287036702,4,13,29
2022,9437125068,3,9,20
2022,9405224183,2,7,24
2022,9375105203,12,8,21
2022,9413428247,3,11,29
2022,9276251221,2,13,29
2022,9369666729,10,8,26
2022,9382734099,1,7,22
2022,9037428736,5,10,30
2022,9380769220,6,15,21
2022,9310821325,7,5,24
2022,9190351868,12,13,25
2022,9175884571,12,13,22
2022,9088371352,9,13,20
2022,9371309547,4,5,29
2022,9310965475,6,7,30
2022,9095757296,10,11,22
2022,9188811834,8,14,20
2022,9490901000,12,11,22
2022,9381909204,5,10,29
2022,9008368325,5,8,27
2022,9514547453,9,7,22
2022,9045372988,4,9,30
2022,9034693732,8,9,26
2022,9036674634,1,13,29
2022,9438352369,4,11,26
2022,9010664187,7,12,29
2022,9240973822,7,7,27
2022,9473367930,6,6,29
2022,9357162988,9,14,29
2022,9355358581,10,15,29
2022,9496963726,8,9,25
2022,9509123624,12,6,21
2022,9236261141,4,9,25
2022,9359174297,6,6,25
2022,9082444596,5,12,22
2022,9128910907,2,5,22
2022,9300821607,2,8,23
2022,9027755704,3,12,24
2022,9348218349,7,6,21
2022,9033113424,10,11,23
2022,9026663521,6,10,26
2022,9335302221,12,5,22
2022,9114356669,6,9,28
2022,9336869660,8,12,29
2022,9274461162,9,7,25
2022,9210994990,11,10,28
2022,9009212358,11,12,25
2022,9375907986,11,8,24
2022,9330923183,11,7,30
2022,9429849870,5,5,22
2022,9270095545,10,12,28
2022,9316884559,12,6,27
2022,9419481665,2,14,26
2022,9501191095,6,12,29
2022,9434594914,4,12,24
2022,9523231261,5,5,22
2022,9278610501,9,14,20
2022,9514863335,4,14,25
2022,9061124015,12,7,23
2022,9452552862,6,10,20
2022,9152689813,6,7,30
2022,9156866909,2,10,27
2022,9461098668,1,13,30
2022,9405657265,1,15,27
2022,9501954522,7,13,27
2022,9270166329,7,13,27
2022,9159244072,1,9,27
2022,9389920621,9,6,24
2022,9008110809,5,9,24
2022,9176003217,8,10,22
2022,9284961925,4,7,27
2022,9510601116,8,12,21
2022,9318903303,3,13,25
2022,9011580132,4,15,24
2022,9281144266,9,6,27
2022,9410004455,7,7,30
2022,9030481784,3,7,26
2022,9447985806,12,10,23
2022,9238439830,6,13,24
2022,9292605885,11,6,21
2022,9398306983,11,6,24
2022,9499090096,10,8,25
2022,9117372317,4,13,25
2022,9033869350,4,6,26
2022,9118224319,7,7,28
2022,9088918572,7,5,21
2022,9006689520,5,8,29
2022,9501910124,10,5,26
2022,9479598522,10,8,21
2022,9073079552,6,15,24
2022,9523354833,1,9,24
2022,9300665236,5,11,23
2022,9149541904,3,10,27
2022,9031739195,9,10,24
2022,9025697792,12,14,27
2022,9153410124,7,12,21
2022,9066397772,1,10,22
2022,9191488968,2,12,29
2022,9002758153,11,11,29
2022,9345028845,3,11,28
2022,9531589566,1,14,25
2022,9498891917,4,5,20
2022,9578610109,1,6,28
2022,9277196704,12,8,24
2022,9181188045,6,15,29
2022,9056222566,6,14,29
2022,9563919971,11,12,26
2022,9053798270,3,11,20
2022,9525367218,10,13,28
2022,9343735775,8,8,27
2022,9354313400,5,6,20
2022,9356218409,10,14,26
2022,9421986528,11,7,25
2022,9518611360,3,14,23
2022,9111557584,9,15,29
2022,9307768722,10,15,30
2022,9418575849,9,8,25
2022,9068523152,2,7,27
2022,9022686590,7,13,23
2022,9323117707,6,12,25
2022,9495853317,7,11,25
2022,9494437959,4,12,22
2022,9114720306,9,7,29
2022,9480377355,11,5,28
2022,9148510985,1,5,25
2022,9458265557,6,15,21
2022,9384864905,10,8,21
2022,9288077892,7,14,26
2022,9090872603,2,12,26
2022,9462207314,6,5,23
2022,9507642070,6,8,30
2022,9371117260,8,13,25
2022,9222672828,10,9,22
2022,9153344711,6,5,22
2022,9186944631,3,14,21
2022,9290203288,2,8,25
2022,9213943579,6,5,23
2022,9070952852,9,8,21
2022,9377304924,2,14,24
2022,9427920466,11,12,23
2022,9227357837,5,9,30
2022,9143788910,10,12,24
2022,9258501511,4,15,25
2022,9451575267,12,7,20
2022,9094778735,6,11,29
2022,9331465046,6,8,29
2022,9455969966,4,7,30
2022,9512345433,8,12,30
2022,9287565288,6,12,28
2022,9022328131,6,12,25
2022,9416749299,9,9,24
2022,9457563474,5,14,26
2022,9337481914,6,12,29
2022,9248710573,2,15,24
2022,9336882997,3,11,27
2022,9495384424,1,13,28
2022,9077616328,5,11,22
2022,9180426176,1,12,28
2022,9352651625,11,14,27
2022,9117025361,5,13,28
2022,9544817006,6,8,26
2022,9255657511,11,13,21
2022,9559281619,5,6,27
2022,9381415435,12,9,28
2022,9142536351,3,13,30
2022,9420783501,1,7,24
2022,9328756212,12,14,25
2022,9238635385,7,7,26
2022,9461015373,11,11,26
2022,9042853545,8,10,25
2022,9126150530,2,5,26
2022,9559876360,2,8,21
2022,9559828623,2,10,24
2022,9241124687,9,14,24
2022,9556753331,8,14,27
2022,9559183323,12,6,20
2022,9365437507,7,6,30
2022,9302614932,3,9,26
2022,9343038888,2,15,26
2022,9143534602,9,15,20
2022,9246583016,5,6,30
2022,9563273770,9,14,20
2022,9133379990,9,6,25
2022,9449368284,10,14,25
2022,9036247069,4,11,21
2022,9131176301,4,8,24
2022,9087709758,2,10,22
2022,9100346280,2,13,22
2022,9515486143,4,7,23
2022,9431815487,12,13,21
2022,9558536062,2,11,25
2022,9163718679,12,15,23
2022,9336113691,4,15,25
2022,9125905274,5,10,22
2022,9324326329,1,12,22
2022,9263718100,12,7,29
2022,9004260540,5,15,27
2022,9159051966,11,5,22
2022,9239962963,8,10,24
2022,9223934918,8,12,26
2022,9221299375,3,13,27
2022,9175264553,3,5,23
2022,9204479237,1,9,27
2022,9190526034,10,11,29
2022,9313831906,1,6,29
2022,9499365236,2,6,25
2022,9479598026,4,7,29
2022,9384068507,2,6,22
2022,9280803676,7,12,23
2022,9568738851,8,8,24
2022,9155222558,9,10,20
2022,9428660462,12,10,22
2022,9487992222,12,6,24
2022,9121265213,9,8,24
2022,9371835728,10,8,28
2022,9090357532,12,11,22
2022,9245008165,7,7,23
2022,9033830957,5,7,29
2022,9301605418,4,14,28
2022,9290774114,2,15,28
2022,9224446924,1,10,22
2022,9386756138,2,15,30
2022,9451003298,9,8,20
2022,9338560098,2,7,29
2022,9356254497,2,10,29
2022,9071451420,1,15,23
2022,9527173098,10,10,27
2022,9566166524,2,14,20
2022,9500436776,7,10,23
2022,9338583489,6,13,21
2022,9133120117,8,13,20
2022,9026764647,10,11,20
2022,9518276278,12,15,24
2022,9205964971,10,7,30
2022,9017760936,4,14,26
2022,9117012877,3,6,27
2022,9311333478,3,10,22
2022,9566932496,7,15,22
2022,9188169743,9,13,21
2022,9195701360,7,13,21
2022,9376436421,6,7,23
2022,9004366667,1,14,20
2022,9383348699,4,8,28
2022,9106145354,10,6,23
2022,9314685158,2,14,28
2022,9054371675,10,11,28
2022,9228618438,11,8,27
2022,9579274698,10,15,20
2022,9181225058,1,13,23
2022,9018869438,4,9,29
2022,9229757324,1,5,22
2022,9195586547,12,7,25
2022,9085664894,8,14,21
2022,9280988038,3,10,20
2022,9408295253,2,5,20
2022,9407937196,4,11,29
2022,9036508145,10,8,27
2022,9313824250,4,6,28
2022,9184063204,11,8,28
2022,9403085455,4,15,28
2022,9011492967,11,11,28
2022,9203234749,2,5,20
2022,9398636775,7,7,22
2022,9490525617,8,10,29
2022,9014918887,3,6,24
2022,9356259042,5,5,22
2022,9178909357,9,6,30
2022,9016574583,12,15,25
2022,9417865274,10,10,23
2022,9168089959,10,9,22
2022,9132302754,3,14,26
2022,9245547954,2,6,30
2022,9480661011,1,11,21
2022,9140651671,9,5,26
2022,9466166459,2,8,20
2022,9014565021,5,8,23
2022,9571631260,5,13,28
2022,9512092087,6,5,29
2022,9462552045,7,12,28
2022,9164367362,9,11,30
2022,9491005473,2,7,26
2022,9360299979,7,8,20
2022,9470735108,8,12,23
2022,9540149819,9,8,30
2022,9089194790,6,6,29
2022,9537839378,9,5,24
2022,9460230890,10,13,30
2022,9101985875,1,15,23
2022,9504809123,3,9,29
2022,9287889297,5,12,26
2022,9443543965,7,8,23
2022,9110010242,5,11,24
2022,9003792210,9,8,21
2022,9446635878,10,11,26
2022,9228396000,4,9,22
2022,9130443014,2,11,24
2022,9075454798,7,12,21
2022,9169425930,10,14,25
2022,9135397413,2,7,28
2022,9250588921,11,11,21
2022,9032732754,1,6,21
2022,9366303928,6,8,29
2022,9057345603,10,14,25
2022,9203980509,12,14,23
2022,9049383126,9,14,30
2022,9448830095,6,9,23
2022,9235664088,3,11,28
2022,9046614132,8,12,23
2022,9371734760,10,12,24
2022,9086330999,9,9,25
2022,9085489756,2,7,21
2022,9475864671,7,13,27
2022,9413613449,2,9,22
2022,9465605678,5,7,22
2022,9249858459,2,14,28
2022,9125652528,9,6,20
2022,9331312347,8,12,20
2022,9467034633,6,15,26
2022,9072308347,1,6,21
2022,9480259050,6,15,27
2022,9202866162,12,7,29
2022,9033641741,2,11,28
2022,9019408276,6,15,26
2022,9409774380,5,12,22
2022,9415517772,10,6,20
2022,9335103447,6,14,30
2022,9283276978,1,7,24
2022,9356466640,4,10,26
2022,9171597324,4,9,25
2022,9496958627,9,6,26
2022,9111905172,8,7,20
2022,9512953138,6,13,29
2022,9400481720,5,5,27
2022,9116400179,1,14,27
2022,9034803745,4,8,24
2022,9410522166,8,6,25
2022,9157522167,3,10,30
2022,9491085916,7,6,23
2022,9054689889,1,14,29
2022,9306531427,9,11,29
2022,9363268608,6,15,30
2022,9271166477,5,6,26
2022,9206725693,1,10,22
2022,9208958047,6,7,20
2022,9096493716,1,6,20
2022,9146388188,11,7,24
2022,9153330844,12,5,25
2022,9475545677,3,14,29
2022,9221044653,12,14,22
2022,9548836617,5,11,27
2022,9378721205,6,13,26
2022,9356291596,3,10,21
2022,9443224147,4,13,28
2022,9392467547,12,8,30
2022,9550240078,10,8,21
2022,9043581031,9,8,29
2022,9111295826,8,8,22
2022,9247613360,4,11,25
2022,9248466085,9,9,20
2022,9223247866,2,5,29
2022,9359704044,11,10,20
2022,9320407245,10,8,29
2022,9325321829,6,8,25
2022,9448725018,7,15,21
2022,9256042716,1,6,29
2022,9516171374,1,15,20
2022,9039145604,1,10,25
2022,9432590587,9,12,23
2022,9511743639,11,7,22
2022,9567434076,5,7,27
2022,9135976859,7,12,21
2022,9451340290,12,8,28
2022,9216078275,2,9,26
2022,9007374495,11,10,28
2022,9341154202,1,6,25
2022,9576771066,9,6,22
2022,9087597147,9,5,22
2022,9272481302,1,9,23
2022,9194242763,3,9,27
2022,9046858553,5,6,30
2022,9016591737,8,8,22
2022,9014482940,8,5,29
2022,9006473463,8,7,26
2022,9139853351,3,10,26
2022,9155398185,1,10,20
2022,9430593440,3,14,29
2022,9462052099,7,14,30
2022,9406930673,9,11,20
2022,9511271405,9,5,20
2022,9285844172,2,8,20
2022,9473398452,2,11,30
2022,9572837808,5,11,21
2022,9510446635,1,10,28
2022,9317866923,11,13,22
2022,9261525392,1,7,21
2022,9529826752,3,10,23
2022,9368886527,5,6,21
2022,9014866113,9,8,21
2022,9500093888,4,12,22
2022,9527402299,8,7,22
2022,9035307799,6,6,25
2022,9081520869,11,14,28
2022,9561386864,1,14,26
2022,9577223884,12,8,21
2022,9098445053,10,8,27
2022,9150134356,4,14,29
2022,9260795961,2,7,25
2022,9424593387,12,7,26
2022,9034225092,10,8,24
2022,9268885797,1,13,26
2022,9005304262,5,12,27
2022,9196484628,8,7,27
2022,9128904007,1,6,25
2022,9486332503,11,11,21
2022,9048618768,3,9,28
2022,9419407316,8,5,30
2022,9205405827,6,6,29
2022,9101798489,12,10,23
2022,9199272998,10,10,29
2022,9543150960,5,15,24
2022,9227820407,5,10,28
2022,9503797814,2,15,20
2022,9073201346,6,6,29
2022,9460597752,12,11,28
2022,9549239492,4,10,25
2022,9518381625,10,14,23
2022,9200372627,5,10,23
2022,9563205398,8,5,20
2022,9436452137,9,8,26
2022,9289768377,3,12,30
2022,9320242178,11,13,27
2022,9286371830,6,9,28
2022,9561622073,8,13,26
2022,9031306576,11,14,26
2022,9525458640,4,8,20
2022,9473839298,5,10,29
2022,9003217349,3,8,24
2022,9037907678,11,11,21
2022,9445029333,9,15,25
2022,9184275569,11,6,26
2022,9063406819,1,10,25
2022,9462569457,3,6,28
2022,9332100938,5,8,21
2022,9279433984,9,9,27
2022,9197979143,4,8,24
2022,9401177932,8,6,27
2022,9426544270,12,12,20
2022,9485734997,6,6,29
2022,9532638043,9,9,21
2022,9509664133,9,14,28
2022,9154750265,7,7,29
2022,9496554443,8,14,28
2022,9450105296,8,11,24
2022,9549358919,5,12,20
2022,9412423253,4,6,29
2022,9548604789,6,15,23
2022,9554064627,11,14,21
2022,9392079965,3,5,24
2022,9049620295,7,7,26
2022,9342254059,12,15,22
2022,9501513609,5,8,27
2022,9022614720,9,15,26
2022,9566237335,3,8,24
2022,9311525856,2,9,26
2022,9251704656,5,7,20
2022,9060688942,3,8,27
2022,9256079166,4,8,29
2022,9329282256,10,9,20
2022,9156656605,10,11,25
2022,9089027951,4,5,30
2022,9239083331,9,9,23
2022,9246073853,10,8,20
2022,9258620400,8,7,28
2022,9500736196,2,11,25
2022,9568155243,7,12,22
2022,9144542614,4,9,27
2022,9104961575,3,11,29
2022,9221944345,6,8,26
2022,9240846918,8,9,20
2022,9506191691,6,14,28
2022,9343317825,6,14,29
2022,9404183292,8,13,22
2022,9336977134,6,9,23
2022,9257682611,1,14,23
2022,9427747852,2,7,23
2022,9153832045,12,8,28
2022,9217109171,1,12,24
2022,9216847026,9,7,20
2022,9163478478,8,9,25
2022,9225264966,5,6,20
2022,9360377590,6,14,26
2022,9440526266,7,13,29
2022,9531853249,7,8,21
2022,9019984989,8,7,20
2022,9574247349,3,10,28
2022,9274118406,7,7,21
2022,9373337951,9,9,28
2022,9411181442,3,7,28
2022,9320902437,5,12,22
2022,9078915932,11,10,21
2022,9390589452,2,8,25
2022,9176873411,7,15,20
2022,9218143461,10,5,28
2022,9276361973,6,7,21
2022,9419192347,8,7,22
2022,9403321286,2,8,20
2022,9272887574,6,9,20
2022,9429398524,1,12,28
2022,9446446172,1,10,27
2022,9357077323,6,11,21
2022,9565462697,5,13,26
2022,9378622966,5,12,27
2022,9181222282,7,9,23
2022,9369830286,7,15,22
2022,9222790923,7,11,23
2022,9367596255,12,12,23
2022,9051886493,7,15,26
2022,9483521240,12,14,20
2022,9150176157,3,10,30
2022,9305320639,5,6,23
2022,9056586968,3,7,30
2022,9456410580,8,9,25
2022,9559262171,10,12,20
2022,9222646381,8,12,20
2022,9254748574,9,6,23
2022,9375664085,9,9,25
2022,9396878317,4,6,30
2022,9112532646,5,15,22
2022,9447846690,3,11,24
2022,9403825183,11,7,25
2022,9138896196,1,14,23
2022,9006722542,10,5,26
2022,9007324247,9,14,20
2022,9375191182,10,11,24
2022,9527627299,5,13,27
2022,9282292368,2,12,28
2022,9001846751,1,7,27
2022,9163400569,5,7,30
2022,9218895623,10,14,28
2022,9545383169,7,12,23
2022,9307283924,9,15,27
2022,9213033713,1,9,23
2022,9235140725,4,13,27
2022,9261988322,10,14,23
2022,9355392238,2,14,26
