grade,school_id,school_name,school_type,school_category,cluster_id,cluster_name,block_id,block_name,district_id,district_name,state_id,state_name
11,9139849028,scl_9139849028,rural,primary,123472074,cluster_123472074,12345,block_12345,129,district_129,1,state_01
6,9328146713,scl_9328146713,urban,primary,123470637,cluster_123470637,12353,block_12353,125,district_125,1,state_01
8,9059273380,scl_9059273380,rural,secondary,123470332,cluster_123470332,12349,block_12349,131,district_131,1,state_01
3,9206645815,scl_9206645815,rural,upper_primary,123461359,cluster_123461359,12355,block_12355,130,district_130,1,state_01
3,9502772971,scl_9502772971,rural,secondary,123473553,cluster_123473553,12350,block_12350,123,district_123,1,state_01
8,9555395089,scl_9555395089,rural,upper_primary,123474216,cluster_123474216,12349,block_12349,127,district_127,1,state_01
2,9272652727,scl_9272652727,rural,primary,123492426,cluster_123492426,12348,block_12348,130,district_130,1,state_01
5,9382169978,scl_9382169978,rural,primary,123463334,cluster_123463334,12352,block_12352,129,district_129,1,state_01
8,9412320413,scl_9412320413,urban,upper_primary,123465484,cluster_123465484,12352,block_12352,126,district_126,1,state_01
3,9349549523,scl_9349549523,urban,upper_primary,123458065,cluster_123458065,12347,block_12347,126,district_126,1,state_01
10,9193798160,scl_9193798160,rural,senior_secondary,123472840,cluster_123472840,12354,block_12354,125,district_125,1,state_01
9,9331465685,scl_9331465685,rural,senior_secondary,123498552,cluster_123498552,12352,block_12352,128,district_128,1,state_01
8,9566330859,scl_9566330859,rural,secondary,123469540,cluster_123469540,12345,block_12345,131,district_131,1,state_01
11,9444949706,scl_9444949706,urban,primary,123497507,cluster_123497507,12352,block_12352,126,district_126,1,state_01
1,9039124450,scl_9039124450,urban,upper_primary,123476040,cluster_123476040,12348,block_12348,127,district_127,1,state_01
12,9090254609,scl_9090254609,urban,upper_primary,123494458,cluster_123494458,12350,block_12350,126,district_126,1,state_01
4,9469658437,scl_9469658437,urban,secondary,123494714,cluster_123494714,12345,block_12345,125,district_125,1,state_01
8,9331408172,scl_9331408172,urban,upper_primary,123477069,cluster_123477069,12348,block_12348,127,district_127,1,state_01
4,9452576175,scl_9452576175,rural,senior_secondary,123494404,cluster_123494404,12345,block_12345,130,district_130,1,state_01
7,9336399713,scl_9336399713,rural,upper_primary,123487545,cluster_123487545,12350,block_12350,131,district_131,1,state_01
6,9164439419,scl_9164439419,rural,upper_primary,123482925,cluster_123482925,12350,block_12350,128,district_128,1,state_01
4,9485933746,scl_9485933746,rural,primary,123488389,cluster_123488389,12351,block_12351,130,district_130,1,state_01
9,9108834686,scl_9108834686,urban,senior_secondary,123473374,cluster_123473374,12346,block_12346,124,district_124,1,state_01
11,9100003234,scl_9100003234,urban,senior_secondary,123462652,cluster_123462652,12355,block_12355,128,district_128,1,state_01
5,9426020414,scl_9426020414,rural,senior_secondary,123474597,cluster_123474597,12349,block_12349,132,district_132,1,state_01
9,9021966626,scl_9021966626,rural,primary,123496332,cluster_123496332,12349,block_12349,123,district_123,1,state_01
6,9516099831,scl_9516099831,rural,primary,123489414,cluster_123489414,12351,block_12351,125,district_125,1,state_01
5,9309382503,scl_9309382503,urban,senior_secondary,123491987,cluster_123491987,12345,block_12345,131,district_131,1,state_01
10,9051325177,scl_9051325177,rural,senior_secondary,123477436,cluster_123477436,12348,block_12348,126,district_126,1,state_01
9,9277651504,scl_9277651504,urban,secondary,123470961,cluster_123470961,12350,block_12350,123,district_123,1,state_01
4,9058967450,scl_9058967450,urban,primary,123465350,cluster_123465350,12347,block_12347,125,district_125,1,state_01
5,9534051314,scl_9534051314,rural,secondary,123499235,cluster_123499235,12346,block_12346,128,district_128,1,state_01
3,9469264619,scl_9469264619,rural,secondary,123475711,cluster_123475711,12345,block_12345,126,district_126,1,state_01
2,9513274116,scl_9513274116,rural,primary,123484081,cluster_123484081,12345,block_12345,131,district_131,1,state_01
9,9092830702,scl_9092830702,urban,senior_secondary,123462312,cluster_123462312,12353,block_12353,128,district_128,1,state_01
5,9489128531,scl_9489128531,urban,upper_primary,123484738,cluster_123484738,12347,block_12347,129,district_129,1,state_01
12,9252888201,scl_9252888201,rural,primary,123493829,cluster_123493829,12355,block_12355,128,district_128,1,state_01
7,9523072607,scl_9523072607,urban,upper_primary,123480809,cluster_123480809,12345,block_12345,130,district_130,1,state_01
2,9011508845,scl_9011508845,rural,upper_primary,123487173,cluster_123487173,12353,block_12353,124,district_124,1,state_01
7,9098289611,scl_9098289611,urban,senior_secondary,123463182,cluster_123463182,12348,block_12348,131,district_131,1,state_01
9,9556879452,scl_9556879452,rural,senior_secondary,123496647,cluster_123496647,12355,block_12355,132,district_132,1,state_01
8,9122345711,scl_9122345711,urban,upper_primary,123497637,cluster_123497637,12355,block_12355,130,district_130,1,state_01
10,9466058829,scl_9466058829,urban,primary,123469637,cluster_123469637,12354,block_12354,125,district_125,1,state_01
6,9528155539,scl_9528155539,rural,primary,123457331,cluster_123457331,12345,block_12345,132,district_132,1,state_01
11,9119116406,scl_9119116406,rural,upper_primary,123479148,cluster_123479148,12348,block_12348,132,district_132,1,state_01
12,9214168828,scl_9214168828,rural,secondary,123468048,cluster_123468048,12351,block_12351,129,district_129,1,state_01
3,9190264438,scl_9190264438,urban,secondary,123469937,cluster_123469937,12348,block_12348,126,district_126,1,state_01
5,9308744826,scl_9308744826,urban,upper_primary,123475516,cluster_123475516,12346,block_12346,125,district_125,1,state_01
2,9477545814,scl_9477545814,urban,primary,123461812,cluster_123461812,12348,block_12348,129,district_129,1,state_01
8,9433504658,scl_9433504658,rural,primary,123468194,cluster_123468194,12347,block_12347,130,district_130,1,state_01
4,9552717878,scl_9552717878,urban,primary,123480771,cluster_123480771,12354,block_12354,132,district_132,1,state_01
2,9252088712,scl_9252088712,rural,secondary,123487802,cluster_123487802,12350,block_12350,123,district_123,1,state_01
11,9490814781,scl_9490814781,urban,primary,123479695,cluster_123479695,12348,block_12348,125,district_125,1,state_01
12,9519199321,scl_9519199321,rural,senior_secondary,123462519,cluster_123462519,12345,block_12345,123,district_123,1,state_01
8,9050710584,scl_9050710584,urban,upper_primary,123489289,cluster_123489289,12350,block_12350,131,district_131,1,state_01
4,9429592588,scl_9429592588,rural,primary,123468673,cluster_123468673,12346,block_12346,131,district_131,1,state_01
3,9456759300,scl_9456759300,rural,primary,123469740,cluster_123469740,12354,block_12354,125,district_125,1,state_01
5,9049101618,scl_9049101618,rural,primary,123464243,cluster_123464243,12354,block_12354,126,district_126,1,state_01
12,9249253421,scl_9249253421,rural,senior_secondary,123479939,cluster_123479939,12353,block_12353,131,district_131,1,state_01
9,9139765772,scl_9139765772,urban,primary,123492641,cluster_123492641,12354,block_12354,123,district_123,1,state_01
10,9535210047,scl_9535210047,rural,upper_primary,123460358,cluster_123460358,12352,block_12352,128,district_128,1,state_01
5,9201633358,scl_9201633358,urban,senior_secondary,123479836,cluster_123479836,12350,block_12350,127,district_127,1,state_01
4,9028104617,scl_9028104617,urban,primary,123456925,cluster_123456925,12352,block_12352,125,district_125,1,state_01
9,9038824070,scl_9038824070,rural,primary,123490539,cluster_123490539,12352,block_12352,126,district_126,1,state_01
4,9110526940,scl_9110526940,urban,secondary,123484794,cluster_123484794,12346,block_12346,128,district_128,1,state_01
12,9431293647,scl_9431293647,rural,secondary,123478629,cluster_123478629,12347,block_12347,123,district_123,1,state_01
2,9002685010,scl_9002685010,rural,upper_primary,123499146,cluster_123499146,12347,block_12347,124,district_124,1,state_01
8,9312610983,scl_9312610983,urban,senior_secondary,123480285,cluster_123480285,12345,block_12345,124,district_124,1,state_01
3,9281571322,scl_9281571322,rural,upper_primary,123462583,cluster_123462583,12351,block_12351,131,district_131,1,state_01
10,9037036704,scl_9037036704,urban,upper_primary,123476198,cluster_123476198,12355,block_12355,123,district_123,1,state_01
11,9489286037,scl_9489286037,urban,primary,123498831,cluster_123498831,12351,block_12351,132,district_132,1,state_01
1,9021370694,scl_9021370694,rural,secondary,123473231,cluster_123473231,12353,block_12353,128,district_128,1,state_01
11,9561024040,scl_9561024040,urban,senior_secondary,123483815,cluster_123483815,12349,block_12349,129,district_129,1,state_01
10,9196990193,scl_9196990193,urban,upper_primary,123493407,cluster_123493407,12352,block_12352,124,district_124,1,state_01
1,9054737209,scl_9054737209,rural,primary,123470046,cluster_123470046,12351,block_12351,128,district_128,1,state_01
11,9191984115,scl_9191984115,rural,upper_primary,123461699,cluster_123461699,12349,block_12349,128,district_128,1,state_01
6,9240950875,scl_9240950875,urban,secondary,123497754,cluster_123497754,12351,block_12351,131,district_131,1,state_01
4,9400801564,scl_9400801564,urban,senior_secondary,123458181,cluster_123458181,12352,block_12352,131,district_131,1,state_01
8,9229369239,scl_9229369239,rural,senior_secondary,123471454,cluster_123471454,12348,block_12348,132,district_132,1,state_01
12,9101159013,scl_9101159013,rural,senior_secondary,123488340,cluster_123488340,12345,block_12345,125,district_125,1,state_01
12,9339216494,scl_9339216494,rural,primary,123479889,cluster_123479889,12350,block_12350,127,district_127,1,state_01
8,9183490371,scl_9183490371,rural,primary,123498052,cluster_123498052,12354,block_12354,123,district_123,1,state_01
6,9449852003,scl_9449852003,rural,primary,123484141,cluster_123484141,12348,block_12348,127,district_127,1,state_01
6,9431532938,scl_9431532938,urban,upper_primary,123464061,cluster_123464061,12355,block_12355,128,district_128,1,state_01
11,9446348392,scl_9446348392,urban,secondary,123482177,cluster_123482177,12351,block_12351,129,district_129,1,state_01
7,9068085915,scl_9068085915,urban,secondary,123495740,cluster_123495740,12351,block_12351,130,district_130,1,state_01
11,9147727980,scl_9147727980,urban,primary,123478535,cluster_123478535,12348,block_12348,132,district_132,1,state_01
7,9226581985,scl_9226581985,rural,upper_primary,123465774,cluster_123465774,12347,block_12347,129,district_129,1,state_01
7,9453024697,scl_9453024697,rural,senior_secondary,123499750,cluster_123499750,12350,block_12350,131,district_131,1,state_01
5,9023417249,scl_9023417249,rural,secondary,123483164,cluster_123483164,12354,block_12354,131,district_131,1,state_01
1,9041547216,scl_9041547216,urban,secondary,123471852,cluster_123471852,12348,block_12348,129,district_129,1,state_01
6,9232648455,scl_9232648455,urban,primary,123488766,cluster_123488766,12355,block_12355,129,district_129,1,state_01
3,9482039042,scl_9482039042,urban,secondary,123486193,cluster_123486193,12348,block_12348,127,district_127,1,state_01
12,9396673398,scl_9396673398,rural,secondary,123481172,cluster_123481172,12350,block_12350,131,district_131,1,state_01
7,9454482451,scl_9454482451,rural,secondary,123470616,cluster_123470616,12348,block_12348,126,district_126,1,state_01
9,9549370638,scl_9549370638,rural,senior_secondary,123490971,cluster_123490971,12352,block_12352,129,district_129,1,state_01
11,9533406397,scl_9533406397,urban,senior_secondary,123480164,cluster_123480164,12355,block_12355,127,district_127,1,state_01
9,9539171284,scl_9539171284,urban,upper_primary,123494167,cluster_123494167,12354,block_12354,129,district_129,1,state_01
7,9150935811,scl_9150935811,urban,primary,123497884,cluster_123497884,12345,block_12345,124,district_124,1,state_01
1,9573825588,scl_9573825588,urban,senior_secondary,123475386,cluster_123475386,12348,block_12348,124,district_124,1,state_01
10,9138907647,scl_9138907647,rural,upper_primary,123490559,cluster_123490559,12350,block_12350,127,district_127,1,state_01
9,9117104602,scl_9117104602,rural,primary,123488165,cluster_123488165,12352,block_12352,127,district_127,1,state_01
12,9491749509,scl_9491749509,rural,upper_primary,123478037,cluster_123478037,12348,block_12348,125,district_125,1,state_01
3,9245177462,scl_9245177462,rural,secondary,123479963,cluster_123479963,12348,block_12348,131,district_131,1,state_01
8,9141840072,scl_9141840072,rural,upper_primary,123484424,cluster_123484424,12355,block_12355,128,district_128,1,state_01
7,9414616889,scl_9414616889,urban,secondary,123464014,cluster_123464014,12349,block_12349,123,district_123,1,state_01
12,9094242825,scl_9094242825,urban,upper_primary,123486949,cluster_123486949,12351,block_12351,130,district_130,1,state_01
9,9079950970,scl_9079950970,urban,senior_secondary,123485668,cluster_123485668,12354,block_12354,129,district_129,1,state_01
11,9011258382,scl_9011258382,rural,primary,123474600,cluster_123474600,12352,block_12352,131,district_131,1,state_01
2,9442005951,scl_9442005951,rural,upper_primary,123483045,cluster_123483045,12354,block_12354,129,district_129,1,state_01
2,9316501439,scl_9316501439,rural,upper_primary,123461048,cluster_123461048,12350,block_12350,132,district_132,1,state_01
4,9147540457,scl_9147540457,urban,secondary,123486660,cluster_123486660,12352,block_12352,130,district_130,1,state_01
6,9294598405,scl_9294598405,rural,senior_secondary,123498680,cluster_123498680,12346,block_12346,132,district_132,1,state_01
1,9284162206,scl_9284162206,urban,secondary,123495927,cluster_123495927,12354,block_12354,128,district_128,1,state_01
2,9331338405,scl_9331338405,urban,secondary,123484289,cluster_123484289,12351,block_12351,128,district_128,1,state_01
8,9516621548,scl_9516621548,rural,upper_primary,123497881,cluster_123497881,12353,block_12353,125,district_125,1,state_01
3,9124998133,scl_9124998133,urban,primary,123473713,cluster_123473713,12349,block_12349,128,district_128,1,state_01
3,9300006184,scl_9300006184,urban,primary,123492875,cluster_123492875,12353,block_12353,128,district_128,1,state_01
2,9345783597,scl_9345783597,rural,senior_secondary,123475819,cluster_123475819,12350,block_12350,132,district_132,1,state_01
2,9545155914,scl_9545155914,urban,senior_secondary,123459259,cluster_123459259,12348,block_12348,123,district_123,1,state_01
11,9455234112,scl_9455234112,rural,senior_secondary,123484291,cluster_123484291,12354,block_12354,131,district_131,1,state_01
6,9290322892,scl_9290322892,urban,primary,123481032,cluster_123481032,12351,block_12351,125,district_125,1,state_01
4,9200188957,scl_9200188957,rural,upper_primary,123490215,cluster_123490215,12347,block_12347,123,district_123,1,state_01
7,9505745982,scl_9505745982,rural,primary,123457375,cluster_123457375,12354,block_12354,128,district_128,1,state_01
6,9133448391,scl_9133448391,urban,primary,123457595,cluster_123457595,12346,block_12346,124,district_124,1,state_01
12,9272966186,scl_9272966186,rural,secondary,123468665,cluster_123468665,12348,block_12348,129,district_129,1,state_01
9,9029281589,scl_9029281589,rural,upper_primary,123483448,cluster_123483448,12348,block_12348,124,district_124,1,state_01
11,9077165274,scl_9077165274,rural,upper_primary,123474341,cluster_123474341,12348,block_12348,124,district_124,1,state_01
2,9471063092,scl_9471063092,urban,upper_primary,123472287,cluster_123472287,12350,block_12350,131,district_131,1,state_01
5,9289552798,scl_9289552798,rural,primary,123460485,cluster_123460485,12346,block_12346,123,district_123,1,state_01
2,9565734430,scl_9565734430,urban,senior_secondary,123480580,cluster_123480580,12345,block_12345,124,district_124,1,state_01
7,9311429784,scl_9311429784,urban,senior_secondary,123472608,cluster_123472608,12352,block_12352,123,district_123,1,state_01
8,9135084090,scl_9135084090,rural,primary,123499070,cluster_123499070,12350,block_12350,128,district_128,1,state_01
6,9294050065,scl_9294050065,rural,senior_secondary,123460879,cluster_123460879,12353,block_12353,123,district_123,1,state_01
8,9076233298,scl_9076233298,rural,primary,123463068,cluster_123463068,12350,block_12350,127,district_127,1,state_01
10,9553723495,scl_9553723495,urban,senior_secondary,123480552,cluster_123480552,12347,block_12347,126,district_126,1,state_01
4,9145042576,scl_9145042576,rural,secondary,123458395,cluster_123458395,12354,block_12354,125,district_125,1,state_01
9,9075259692,scl_9075259692,rural,secondary,123483165,cluster_123483165,12353,block_12353,132,district_132,1,state_01
5,9531410331,scl_9531410331,urban,upper_primary,123460485,cluster_123460485,12348,block_12348,129,district_129,1,state_01
10,9547170170,scl_9547170170,rural,primary,123480496,cluster_123480496,12352,block_12352,132,district_132,1,state_01
6,9523264841,scl_9523264841,rural,senior_secondary,123464150,cluster_123464150,12348,block_12348,123,district_123,1,state_01
5,9378139090,scl_9378139090,rural,upper_primary,123498224,cluster_123498224,12354,block_12354,126,district_126,1,state_01
9,9162415750,scl_9162415750,urban,primary,123481878,cluster_123481878,12351,block_12351,125,district_125,1,state_01
3,9571527447,scl_9571527447,rural,primary,123482256,cluster_123482256,12351,block_12351,127,district_127,1,state_01
4,9150999142,scl_9150999142,rural,senior_secondary,123461477,cluster_123461477,12346,block_12346,130,district_130,1,state_01
1,9081971791,scl_9081971791,urban,secondary,123493527,cluster_123493527,12351,block_12351,132,district_132,1,state_01
9,9451031838,scl_9451031838,rural,upper_primary,123458352,cluster_123458352,12353,block_12353,127,district_127,1,state_01
10,9120887322,scl_9120887322,urban,primary,123490259,cluster_123490259,12345,block_12345,128,district_128,1,state_01
10,9209204482,scl_9209204482,urban,primary,123475811,cluster_123475811,12353,block_12353,126,district_126,1,state_01
8,9097446152,scl_9097446152,urban,primary,123495741,cluster_123495741,12355,block_12355,126,district_126,1,state_01
3,9396956283,scl_9396956283,rural,secondary,123474874,cluster_123474874,12350,block_12350,123,district_123,1,state_01
8,9461450293,scl_9461450293,rural,secondary,123495974,cluster_123495974,12355,block_12355,131,district_131,1,state_01
9,9154897011,scl_9154897011,urban,secondary,123466080,cluster_123466080,12349,block_12349,128,district_128,1,state_01
4,9481859972,scl_9481859972,urban,primary,123484718,cluster_123484718,12355,block_12355,132,district_132,1,state_01
9,9195138653,scl_9195138653,rural,primary,123487504,cluster_123487504,12348,block_12348,128,district_128,1,state_01
6,9440127999,scl_9440127999,rural,secondary,123466691,cluster_123466691,12347,block_12347,127,district_127,1,state_01
1,9525552644,scl_9525552644,rural,secondary,123490623,cluster_123490623,12352,block_12352,127,district_127,1,state_01
11,9346264580,scl_9346264580,rural,primary,123488731,cluster_123488731,12349,block_12349,125,district_125,1,state_01
2,9245225484,scl_9245225484,urban,secondary,123466998,cluster_123466998,12348,block_12348,127,district_127,1,state_01
5,9345511440,scl_9345511440,urban,senior_secondary,123495334,cluster_123495334,12352,block_12352,128,district_128,1,state_01
1,9449225371,scl_9449225371,rural,senior_secondary,123474648,cluster_123474648,12347,block_12347,127,district_127,1,state_01
1,9392555489,scl_9392555489,rural,upper_primary,123458612,cluster_123458612,12345,block_12345,129,district_129,1,state_01
1,9152562971,scl_9152562971,rural,senior_secondary,123496973,cluster_123496973,12345,block_12345,131,district_131,1,state_01
1,9317955905,scl_9317955905,urban,upper_primary,123461781,cluster_123461781,12352,block_12352,125,district_125,1,state_01
3,9106420736,scl_9106420736,urban,secondary,123495444,cluster_123495444,12351,block_12351,126,district_126,1,state_01
11,9463492356,scl_9463492356,rural,senior_secondary,123479467,cluster_123479467,12353,block_12353,124,district_124,1,state_01
4,9464524564,scl_9464524564,urban,upper_primary,123462712,cluster_123462712,12347,block_12347,129,district_129,1,state_01
2,9063759245,scl_9063759245,urban,upper_primary,123497493,cluster_123497493,12352,block_12352,129,district_129,1,state_01
10,9040501682,scl_9040501682,urban,secondary,123491033,cluster_123491033,12348,block_12348,125,district_125,1,state_01
11,9022672131,scl_9022672131,urban,primary,123484313,cluster_123484313,12351,block_12351,131,district_131,1,state_01
10,9085183924,scl_9085183924,urban,primary,123459006,cluster_123459006,12345,block_12345,131,district_131,1,state_01
12,9035485010,scl_9035485010,urban,upper_primary,123481770,cluster_123481770,12355,block_12355,126,district_126,1,state_01
11,9570504393,scl_9570504393,rural,senior_secondary,123477335,cluster_123477335,12348,block_12348,123,district_123,1,state_01
8,9464726834,scl_9464726834,rural,secondary,123499648,cluster_123499648,12352,block_12352,125,district_125,1,state_01
7,9438261005,scl_9438261005,rural,senior_secondary,123470626,cluster_123470626,12345,block_12345,131,district_131,1,state_01
9,9433344407,scl_9433344407,urban,secondary,123482080,cluster_123482080,12348,block_12348,132,district_132,1,state_01
4,9435417571,scl_9435417571,urban,secondary,123473240,cluster_123473240,12352,block_12352,129,district_129,1,state_01
11,9358617712,scl_9358617712,rural,upper_primary,123472300,cluster_123472300,12350,block_12350,124,district_124,1,state_01
3,9542866719,scl_9542866719,rural,upper_primary,123487466,cluster_123487466,12350,block_12350,124,district_124,1,state_01
9,9378321255,scl_9378321255,urban,senior_secondary,123495688,cluster_123495688,12351,block_12351,131,district_131,1,state_01
11,9361489215,scl_9361489215,rural,upper_primary,123474264,cluster_123474264,12352,block_12352,125,district_125,1,state_01
1,9430973777,scl_9430973777,urban,secondary,123490408,cluster_123490408,12345,block_12345,131,district_131,1,state_01
11,9374195835,scl_9374195835,urban,upper_primary,123474381,cluster_123474381,12349,block_12349,129,district_129,1,state_01
4,9517675531,scl_9517675531,rural,primary,123466296,cluster_123466296,12351,block_12351,124,district_124,1,state_01
12,9336434446,scl_9336434446,rural,secondary,123487552,cluster_123487552,12353,block_12353,128,district_128,1,state_01
6,9325541993,scl_9325541993,urban,primary,123469552,cluster_123469552,12350,block_12350,123,district_123,1,state_01
5,9392244951,scl_9392244951,urban,senior_secondary,123479416,cluster_123479416,12346,block_12346,131,district_131,1,state_01
1,9096720693,scl_9096720693,rural,senior_secondary,123488971,cluster_123488971,12354,block_12354,128,district_128,1,state_01
3,9196190876,scl_9196190876,rural,upper_primary,123463850,cluster_123463850,12354,block_12354,132,district_132,1,state_01
6,9360450926,scl_9360450926,rural,primary,123458807,cluster_123458807,12355,block_12355,123,district_123,1,state_01
4,9411735190,scl_9411735190,rural,senior_secondary,123481296,cluster_123481296,12355,block_12355,129,district_129,1,state_01
1,9385306359,scl_9385306359,urban,upper_primary,123481462,cluster_123481462,12348,block_12348,126,district_126,1,state_01
10,9191379895,scl_9191379895,urban,senior_secondary,123492054,cluster_123492054,12346,block_12346,126,district_126,1,state_01
12,9093339184,scl_9093339184,urban,primary,123463799,cluster_123463799,12351,block_12351,127,district_127,1,state_01
2,9490546074,scl_9490546074,rural,secondary,123468445,cluster_123468445,12349,block_12349,127,district_127,1,state_01
9,9177644150,scl_9177644150,rural,senior_secondary,123495395,cluster_123495395,12351,block_12351,124,district_124,1,state_01
8,9352803744,scl_9352803744,urban,primary,123475389,cluster_123475389,12351,block_12351,124,district_124,1,state_01
4,9353460324,scl_9353460324,urban,secondary,123488991,cluster_123488991,12345,block_12345,126,district_126,1,state_01
3,9018032917,scl_9018032917,rural,senior_secondary,123496501,cluster_123496501,12348,block_12348,123,district_123,1,state_01
2,9317083800,scl_9317083800,urban,senior_secondary,123491656,cluster_123491656,12354,block_12354,132,district_132,1,state_01
6,9026411498,scl_9026411498,rural,secondary,123457487,cluster_123457487,12347,block_12347,130,district_130,1,state_01
9,9306258201,scl_9306258201,rural,secondary,123485681,cluster_123485681,12348,block_12348,128,district_128,1,state_01
7,9344422621,scl_9344422621,rural,upper_primary,123480878,cluster_123480878,12348,block_12348,131,district_131,1,state_01
5,9377914241,scl_9377914241,urban,primary,123471360,cluster_123471360,12346,block_12346,123,district_123,1,state_01
10,9081689788,scl_9081689788,rural,senior_secondary,123482676,cluster_123482676,12347,block_12347,126,district_126,1,state_01
11,9426836049,scl_9426836049,urban,secondary,123484603,cluster_123484603,12347,block_12347,131,district_131,1,state_01
8,9252778278,scl_9252778278,rural,upper_primary,123469752,cluster_123469752,12350,block_12350,132,district_132,1,state_01
6,9072345198,scl_9072345198,rural,senior_secondary,123466758,cluster_123466758,12353,block_12353,125,district_125,1,state_01
1,9188436191,scl_9188436191,rural,upper_primary,123478853,cluster_123478853,12346,block_12346,132,district_132,1,state_01
10,9279683595,scl_9279683595,urban,senior_secondary,123481557,cluster_123481557,12350,block_12350,129,district_129,1,state_01
10,9299863492,scl_9299863492,urban,primary,123498397,cluster_123498397,12347,block_12347,123,district_123,1,state_01
7,9525422410,scl_9525422410,rural,primary,123463969,cluster_123463969,12345,block_12345,132,district_132,1,state_01
9,9287075103,scl_9287075103,urban,upper_primary,123492563,cluster_123492563,12348,block_12348,127,district_127,1,state_01
10,9424723727,scl_9424723727,rural,primary,123468510,cluster_123468510,12353,block_12353,131,district_131,1,state_01
11,9299573601,scl_9299573601,urban,senior_secondary,123468934,cluster_123468934,12350,block_12350,129,district_129,1,state_01
2,9135444399,scl_9135444399,urban,upper_primary,123486661,cluster_123486661,12348,block_12348,126,district_126,1,state_01
12,9566048298,scl_9566048298,urban,primary,123466695,cluster_123466695,12347,block_12347,132,district_132,1,state_01
3,9348234025,scl_9348234025,rural,secondary,123464386,cluster_123464386,12348,block_12348,123,district_123,1,state_01
8,9483293805,scl_9483293805,rural,secondary,123480163,cluster_123480163,12345,block_12345,130,district_130,1,state_01
12,9237862502,scl_9237862502,rural,senior_secondary,123459148,cluster_123459148,12350,block_12350,126,district_126,1,state_01
7,9106530366,scl_9106530366,urban,primary,123492766,cluster_123492766,12352,block_12352,126,district_126,1,state_01
6,9504445397,scl_9504445397,urban,senior_secondary,123474937,cluster_123474937,12345,block_12345,129,district_129,1,state_01
2,9165426672,scl_9165426672,urban,primary,123481211,cluster_123481211,12355,block_12355,125,district_125,1,state_01
8,9289370911,scl_9289370911,rural,senior_secondary,123492621,cluster_123492621,12345,block_12345,128,district_128,1,state_01
9,9205887983,scl_9205887983,rural,secondary,123493706,cluster_123493706,12349,block_12349,127,district_127,1,state_01
5,9304000887,scl_9304000887,rural,senior_secondary,123486868,cluster_123486868,12346,block_12346,123,district_123,1,state_01
12,9434031210,scl_9434031210,urban,senior_secondary,123468342,cluster_123468342,12353,block_12353,128,district_128,1,state_01
8,9233467911,scl_9233467911,rural,upper_primary,123468392,cluster_123468392,12351,block_12351,126,district_126,1,state_01
9,9146905222,scl_9146905222,rural,secondary,123487654,cluster_123487654,12348,block_12348,130,district_130,1,state_01
